"REEF_ID_GR","UNIQUE_POO","SURVEY_ID","REEF_NAME","OCEAN","LOCATION","COUNTRY","LONGITUDE","LATITUDE","YEAR","DEPTH_AVE","DEPTH_MIN","DEPTH_MAX","HARD_COR_P","SUBREGION","ALGAE_P","NOTES","D_SOURCE","SUBREGION_","REGION","REGION_COD","OLDDIS","AREANAME","GISNAME","DESIGNATE","IUCNCAT","IUCNCAT_PO","SITE_CODE","TERRE","MPA_POLY","MPA","LON_CEN","LAT_CEN","YEAR_MPA2","YEAR_MPA","AREA_M","PERIMETER_","GRPMPA_ID","MPA_UID_ORIG","DISTANCE_ORIG","ORIG_MPA_UID","MPA_UID","MPA_UID_SE","DISTANCE_T","logit","MPA_CODE","YEAR.PROT","FIRST.SURVEY","z"
10014,8455,10014,"Hunting Cay1","Caribbean","Toledo","Belize",-88.26936,16.11258,2004,3,3,0,10,"Mesoamerican BR",4.375,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Sapodilla Cayes","Sapodilla Cayes","Marine Reserve","IV","III_IV",99656,"N","Y","Y",-88.290055,16.146008,1996,1996,157121436,49898,1011,2162,0,"Y",2162,2162,0,-2.19722457733622,2162,8,2004,8
10015,8456,10015,"Hunting Cay2","Caribbean","Toledo","Belize",-88.26078,16.11133,2004,10,10,0,15,"Mesoamerican BR",22.5,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Sapodilla Cayes","Sapodilla Cayes","Marine Reserve","IV","III_IV",99656,"N","Y","Y",-88.290055,16.146008,1996,1996,157121436,49898,1011,2162,0,"Y",2162,2162,0,-1.73460105538811,2162,8,2004,8
10016,8576,10017,"Laughing Bird South","Caribbean","Placencia Village- Stann Creek","Belize",-88.20681,16.42794,2004,7,7,0,6.875,"Mesoamerican BR",0,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Laughing Bird Caye","Laughing Bird Caye","National Park","II","I_II",34314,"N","Y","Y",-88.197658,16.463121,1996,1996,41204515,27022,573,2172,0,"Y",2172,2172,0,-2.60605103314709,2172,8,2004,8
10017,8573,10018,"Laughing Bird Caye1","Caribbean","Placencia Village- Stann Creek","Belize",-88.20119,16.43394,2004,9,9,0,12.5,"Mesoamerican BR",0,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Laughing Bird Caye","Laughing Bird Caye","National Park","II","I_II",34314,"N","Y","Y",-88.197658,16.463121,1996,1996,41204515,27022,573,2172,0,"Y",2172,2172,0,-1.94591014905531,2172,8,2004,8
10018,8574,10019,"Laughing Bird Caye2","Caribbean","Placencia Village- Stann Creek","Belize",-88.19603,16.44225,2004,12,12,0,17.5,"Mesoamerican BR",9.375,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Laughing Bird Caye","Laughing Bird Caye","National Park","II","I_II",34314,"N","Y","Y",-88.197658,16.463121,1996,1996,41204515,27022,573,2172,0,"Y",2172,2172,0,-1.55059741241117,2172,8,2004,8
10018,12674,13860,"Laughing Bird Caye2","Caribbean","Placencia Village","Belize",-88.19603,16.44225,2006,12,12,0,20,"Mesoamerican BR",29.375,"","Reef Check",19,"Greater Carib",160,NA,"Laughing Bird Caye","Laughing Bird Caye","National Park","II","I_II",34314,"N","Y","Y",-88.197658,16.463121,1996,1996,41204515,27022,573,2172,0,"Y",2172,2172,0,-1.38629436111989,2172,8,2004,10
10019,8575,10020,"Laughing Bird Caye3","Caribbean","Placencia Village- Stann Creek","Belize",-88.19583,16.44589,2004,3,3,0,11.25,"Mesoamerican BR",2.5,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Laughing Bird Caye","Laughing Bird Caye","National Park","II","I_II",34314,"N","Y","Y",-88.197658,16.463121,1996,1996,41204515,27022,573,2172,0,"Y",2172,2172,0,-2.0654552997051,2172,8,2004,8
10020,7788,10026,"Channel Cay","Caribbean","","Belize",-88.16667,16.63333,1996,3,3,15,42.02,"Mesoamerican BR",4.425,"macroalgae","Bruno Lab",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-0.321952428076655,2168,0,1996,0
10020,7792,10027,"Channel Cay","Caribbean","","Belize",-88.16667,16.63333,1997,3,3,15,48.209,"Mesoamerican BR",3.488,"macroalgae","Bruno Lab",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-0.0716706633783763,2168,0,1996,1
10020,7793,10028,"Channel Cay","Caribbean","","Belize",-88.16667,16.63333,1998,3,3,15,40.015,"Mesoamerican BR",6.977,"macroalgae","Bruno Lab",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-0.404840147147882,2168,0,1996,2
10020,7794,10029,"Channel Cay","Caribbean","","Belize",-88.16667,16.63333,1999,3,3,15,5.058,"Mesoamerican BR",6.512,"macroalgae","Bruno Lab",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-2.9322950305899,2168,0,1996,3
10020,7798,10030,"Channel Cay","Caribbean","","Belize",-88.16667,16.63333,2000,3,3,15,3.256,"Mesoamerican BR",1.628,"macroalgae","Bruno Lab",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-3.39156886634268,2168,0,1996,4
10020,7799,10031,"Channel Cay","Caribbean","","Belize",-88.16667,16.63333,2001,3,3,15,4.419,"Mesoamerican BR",1.86,"macroalgae","Bruno Lab",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-3.07406062938652,2168,0,1996,5
10021,9660,10032,"South Water Caye2","Caribbean","Stann Creek Dist.","Belize",-88.08194,16.81097,2004,3,3,0,21.25,"Mesoamerican BR",2.5,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-1.30992138233532,2168,8,2004,8
10022,7526,10033,"Carrie Bow Caye","Caribbean","","Belize",-88.07889,16.80306,1997,7,3,0,21.875,"Mesoamerican BR",9.375,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-1.27296567581289,2168,1,1997,1
10023,9662,10034,"South Water Caye Deep (WP16)","Caribbean","barrier reef","Belize",-88.078,16.813,2000,14,14,0,11.8,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-2.01150743154113,2168,4,2000,4
10024,9661,10035,"South Water Caye3","Caribbean","Stann Creek Dist.","Belize",-88.07731,16.81439,2004,12,12,0,28.125,"Mesoamerican BR",22.5,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-0.93826963859293,2168,8,2004,8
10025,9322,10036,"Roxbury Reef","Caribbean","","Belize",-88.07583,16.82861,2001,12,12,0,22.5,"Mesoamerican BR",17.5,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"South Water Cayes","South Water Cayes","Marine Reserve","IV","III_IV",99652,"Y","Y","Y",-88.146433,16.731649,1996,1996,480007894,116182,1067,2168,0,"Y",2168,2168,0,-1.23676262714893,2168,5,2001,5
10042,7654,10053,"Caye Chapel Shallow","Caribbean","San Pedro Town- Ambergris Caye","Belize",-88.01575,17.70436,2005,5,5,0,23.75,"Mesoamerican BR",6.25,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Caye Caulker","Caye Caulker","Marine Reserve","IV","III_IV",0,"Y","Y","Y",-88.002013,17.753195,1998,1998,39354648,38517,177,3313,0,"Y",3313,3313,0,-1.16643488500687,3313,7,2005,7
10045,7649,10056,"Caye Caulker Shallow","Caribbean","San Pedro Town- Ambergris Caye","Belize",-88.001,17.78392,2005,5,5,0,7.5,"Mesoamerican BR",13.125,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Caye Caulker","Caye Caulker","Marine Reserve","IV","III_IV",0,"Y","Y","Y",-88.002013,17.753195,1998,1998,39354648,38517,177,3313,0,"Y",3313,3313,0,-2.51230562397611,3313,7,2005,7
10047,7648,10058,"Caye Caulker Deep","Caribbean","San Pedro Town- Ambergris Caye","Belize",-87.99236,17.78403,2005,13,13,0,11.25,"Mesoamerican BR",8.125,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Caye Caulker","Caye Caulker","Marine Reserve","IV","III_IV",0,"Y","Y","Y",-88.002013,17.753195,1998,1998,39354648,38517,177,3313,0,"Y",3313,3313,0,-2.0654552997051,3313,7,2005,7
10050,8340,10061,"Gladden Split","Caribbean","Stann Creek","Belize",-87.98428,16.50844,2004,3,3,0,18.75,"Mesoamerican BR",7.5,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Gladden Spit and Silk Cayes","Gladden Spit and Silk Cayes","Marine Reserve","IV","III_IV",220039,"N","N","Y",-87.983336,16.500003,2000,2000,103515790,37820,352,1985,0,"Y",1985,1985,0,-1.46633706879343,1985,4,2004,4
10051,8343,10062,"Gladdens Spit Shallow (WP14)","Caribbean","barrier reef","Belize",-87.98003,16.52867,2000,2,2,0,6.1,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Gladden Spit and Silk Cayes","Gladden Spit and Silk Cayes","Marine Reserve","IV","III_IV",220039,"N","N","Y",-87.983336,16.500003,2000,2000,103515790,37820,352,1985,0,"Y",1985,1985,0,-2.73394161503495,1985,0,2000,0
10053,8342,10064,"Gladdens Spit Deep (WP14)","Caribbean","barrier reef","Belize",-87.97393,16.52638,2000,12,12,0,7.7,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Gladden Spit and Silk Cayes","Gladden Spit and Silk Cayes","Marine Reserve","IV","III_IV",220039,"N","N","Y",-87.983336,16.500003,2000,2000,103515790,37820,352,1985,0,"Y",1985,1985,0,-2.48382381264917,1985,0,2000,0
10054,8445,10065,"Hol Chan2","Caribbean","San Pedro Town- Ambergris Caye","Belize",-87.97317,17.86067,2005,14,14,0,23.75,"Mesoamerican BR",8.75,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Hol Chan","Hol Chan","Marine Reserve","II","I_II",12243,"Y","Y","Y",-87.999463,17.871161,1999,1999,11231831,21592,435,2165,0,"Y",2165,2165,0,-1.16643488500687,2165,6,2005,6
10054,12678,13862,"Hol Chan2","Caribbean","San Pedro Town- Ambergris Caye","Belize",-87.97317,17.86067,2006,8,2,0,24.375,"Mesoamerican BR",15.313,"","Reef Check",19,"Greater Carib",160,NA,"Hol Chan","Hol Chan","Marine Reserve","II","I_II",12243,"Y","Y","Y",-87.999463,17.871161,1999,1999,11231831,21592,435,2165,0,"Y",2165,2165,0,-1.13222889946709,2165,6,2005,7
10056,8341,10067,"Gladden Split2","Caribbean","Stann Creek","Belize",-87.96661,16.5175,2004,15,15,0,20,"Mesoamerican BR",15,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Gladden Spit and Silk Cayes","Gladden Spit and Silk Cayes","Marine Reserve","IV","III_IV",220039,"N","N","Y",-87.983336,16.500003,2000,2000,103515790,37820,352,1985,0,"Y",1985,1985,0,-1.38629436111989,1985,4,2004,4
10068,9666,10080,"Southwest Caye2","Caribbean","Stann Creek Dist.","Belize",-87.89469,16.72042,2004,3,3,0,15,"Mesoamerican BR",1.875,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-1.73460105538811,2169,11,2004,11
10069,9337,10081,"S.W. Glover Deep (WP20)","Caribbean","Glovers Reef","Belize",-87.88712,16.7269,2000,5,5,0,20.1,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-1.3800560377072,2169,7,2000,7
10070,9338,10082,"S.W. Glover Shallow (WP20)","Caribbean","Glovers Reef","Belize",-87.88519,16.72658,2000,2,2,0,4.4,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-3.07856827913314,2169,7,2000,7
10071,9894,10083,"W. Glovers Deep (WP22)","Caribbean","Glovers Reef","Belize",-87.88405,16.74133,2000,6,6,0,18.8,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-1.46305837733173,2169,7,2000,7
10072,9895,10084,"W. Glovers Shallow (WP22)","Caribbean","Glovers Reef","Belize",-87.88239,16.74078,2000,1,1,0,4.2,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-3.12717815968749,2169,7,2000,7
10074,7386,10086,"Basil Jones","Caribbean","San Pedro Town- Ambergris Caye","Belize",-87.86586,18.08628,2005,6,2,0,10,"Mesoamerican BR",13.438,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Bacalar Chico","Bacalar Chico Marine Reserve","Marine Reserve","IV","III_IV",99651,"Y","Y","Y",-87.874474,18.133912,1996,1996,57973500,100054,56,2166,0,"Y",2166,2166,0,-2.19722457733622,2166,3,1999,9
10074,12679,13863,"Basil Jones","Caribbean","San Pedro Town- Ambergris Caye","Belize",-87.86586,18.08628,2006,9,2,0,13.125,"Mesoamerican BR",9.688,"","Reef Check",19,"Greater Carib",160,NA,"Bacalar Chico","Bacalar Chico Marine Reserve","Marine Reserve","IV","III_IV",99651,"Y","Y","Y",-87.874474,18.133912,1996,1996,57973500,100054,56,2166,0,"Y",2166,2166,0,-1.88995149540727,2166,3,1999,10
10075,9667,10087,"Southwest Caye","Caribbean","Stann Creek Dist.","Belize",-87.85453,16.71328,2004,13,13,0,6.875,"Mesoamerican BR",10.625,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-2.60605103314709,2169,11,2004,11
10088,8795,10100,"Middle Caye1","Caribbean","Stann Creek Dist.","Belize",-87.81478,16.75169,2004,2,2,0,20,"Mesoamerican BR",41.25,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-1.38629436111989,2169,11,2004,11
10089,8796,10101,"Middle Caye2","Caribbean","Stann Creek Dist.","Belize",-87.81275,16.73642,2004,12,12,0,17.5,"Mesoamerican BR",5,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-1.55059741241117,2169,11,2004,11
10090,8797,10102,"Middle Caye Deep - E. Glovers","Caribbean","Glovers Reef","Belize",-87.8102,16.7365,2000,9,9,0,14.2,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-1.7987770418867,2169,7,2000,7
10094,8940,10106,"N.W. Glovers Shallow (WP18)","Caribbean","Glovers Reef","Belize",-87.80068,16.90963,2000,2,2,0,9.9,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-2.20838540747375,2169,7,2000,7
10106,8938,10119,"N.E. Glovers Shallow (WP17)","Caribbean","Glovers Reef","Belize",-87.69987,16.91435,2000,2,2,0,2.4,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-3.70540875606515,2169,7,2000,7
10107,8937,10120,"N.E. Glovers Deep (WP17)","Caribbean","Glovers Reef","Belize",-87.69683,16.91567,2000,12,12,0,4.2,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Glovers Reef","Glovers Reef","Marine Reserve","IV","III_IV",99653,"N","Y","Y",-87.783248,16.829225,1993,1993,330816242,84808,353,2169,0,"Y",2169,2169,0,-3.12717815968749,2169,7,2000,7
10123,8428,10136,"Half Moon1","Caribbean","Belize Dist.","Belize",-87.55556,17.20661,2004,11,11,0,30,"Mesoamerican BR",3.125,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Half Moon Caye","Half Moon Caye","Natural Monument","II","I_II",2213,"N","Y","Y",-87.522405,17.191451,1982,1982,39789502,25793,403,2167,0,"Y",2167,2167,0,-0.847297860387204,2167,22,2004,22
10124,8429,10137,"Half Moon2","Caribbean","Belize Dist.","Belize",-87.54794,17.20803,2004,4,4,0,13.125,"Mesoamerican BR",0,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Half Moon Caye","Half Moon Caye","Natural Monument","II","I_II",2213,"N","Y","Y",-87.522405,17.191451,1982,1982,39789502,25793,403,2167,0,"Y",2167,2167,0,-1.88995149540727,2167,22,2004,22
10125,9695,10138,"Tampalam","Caribbean","","Mexico",-87.54083,19.13417,1997,7,3,0,18.125,"Mesoamerican BR",8.75,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Sian Ka*An","Sian Ka*An","Biosphere Reserve","VI","V_VI",12431,"Y","Y","Y",-87.657698,19.525701,1986,1986,5310580538,357443,1044,2268,0,"Y",2268,2268,0,-1.50790149321468,2268,11,1997,11
10126,9699,10139,"Tampalam Sur","Caribbean","Quintana Roo","Mexico",-87.53694,19.1375,1999,8,8,0,18.2,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Sian Ka*An","Sian Ka*An","Biosphere Reserve","VI","V_VI",12431,"Y","Y","Y",-87.657698,19.525701,1986,1986,5310580538,357443,1044,2268,0,"Y",2268,2268,0,-1.50285564952595,2268,13,1999,13
10127,9697,10140,"Tampalam Centro","Caribbean","Quintana Roo","Mexico",-87.53611,19.14583,1999,9,9,0,15,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Sian Ka*An","Sian Ka*An","Biosphere Reserve","VI","V_VI",12431,"Y","Y","Y",-87.657698,19.525701,1986,1986,5310580538,357443,1044,2268,0,"Y",2268,2268,0,-1.73460105538811,2268,13,1999,13
10128,9698,10141,"Tampalam Norte","Caribbean","Quintana Roo","Mexico",-87.53333,19.15417,1999,10,10,0,8.5,"Mesoamerican BR",0,"","AGRRA",19,"Greater Carib",160,NA,"Sian Ka*An","Sian Ka*An","Biosphere Reserve","VI","V_VI",12431,"Y","Y","Y",-87.657698,19.525701,1986,1986,5310580538,357443,1044,2268,0,"Y",2268,2268,0,-2.3762728087852,2268,13,1999,13
10131,7451,10144,"Boca Paila","Caribbean","","Mexico",-87.4675,20.02139,1997,7,3,0,7.813,"Mesoamerican BR",12.188,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Sian Ka*An","Sian Ka*An","Biosphere Reserve","VI","V_VI",12431,"Y","Y","Y",-87.657698,19.525701,1986,1986,5310580538,357443,1044,2268,0,"Y",2268,2268,0,-2.46803010977601,2268,11,1997,11
10132,9220,10145,"Rancho Pedro Paila","Caribbean","","Mexico",-87.46539,20.04181,1997,10,10,0,25.625,"Mesoamerican BR",8.125,"nutrient indicator algae and fleshy seaweed","Reef Check",19,"Greater Carib",160,NA,"Sian Ka*An","Sian Ka*An","Biosphere Reserve","VI","V_VI",12431,"Y","Y","Y",-87.657698,19.525701,1986,1986,5310580538,357443,1044,2268,0,"Y",2268,2268,0,-1.06555142640722,2268,11,1997,11
